Kachelname;Aufnahmedatum_DGM;Aufnahmedatum_bDOM;Koordinatenursprung_Rechts;Koordinatenursprung_Hoch;Aufloesung_cm
ndom50_32432_5726_1_nw_2017;2018-02-13;2017-03-26;432000;5726000;50
ndom50_32432_5727_1_nw_2017;2018-02-13;2017-03-26;432000;5727000;50
ndom50_32432_5728_1_nw_2017;2018-02-13;2017-03-26;432000;5728000;50
ndom50_32432_5729_1_nw_2017;2018-02-13;2017-03-26;432000;5729000;50
ndom50_32432_5730_1_nw_2017;2019-01-19;2017-03-26;432000;5730000;50
ndom50_32432_5731_1_nw_2017;2019-01-19;2017-03-26;432000;5731000;50
ndom50_32432_5732_1_nw_2017;2019-01-19;2017-03-11;432000;5732000;50
ndom50_32432_5733_1_nw_2017;2019-01-19;2017-03-11;432000;5733000;50
ndom50_32432_5734_1_nw_2017;2019-01-19;2017-03-11;432000;5734000;50
ndom50_32432_5735_1_nw_2017;2019-01-19;2017-03-11;432000;5735000;50
ndom50_32432_5736_1_nw_2017;2019-01-20;2017-03-11;432000;5736000;50
ndom50_32432_5737_1_nw_2017;2019-01-20;2017-03-11;432000;5737000;50
ndom50_32432_5738_1_nw_2017;2019-01-20;2017-03-11;432000;5738000;50
ndom50_32432_5739_1_nw_2017;2019-01-20;2017-03-11;432000;5739000;50
ndom50_32432_5740_1_nw_2017;2019-01-20;2017-03-11;432000;5740000;50
ndom50_32432_5741_1_nw_2017;2019-01-20;2017-03-11;432000;5741000;50
ndom50_32432_5742_1_nw_2017;2019-01-20;2017-03-11;432000;5742000;50
ndom50_32432_5743_1_nw_2017;2019-01-20;2017-03-11;432000;5743000;50
ndom50_32432_5744_1_nw_2017;2019-01-21;2017-03-11;432000;5744000;50
ndom50_32432_5745_1_nw_2017;2019-01-21;2017-03-11;432000;5745000;50
ndom50_32432_5746_1_nw_2017;2019-01-21;2017-03-11;432000;5746000;50
ndom50_32432_5747_1_nw_2017;2019-01-21;2017-03-11;432000;5747000;50
ndom50_32432_5748_1_nw_2017;2019-01-21;2017-03-11;432000;5748000;50
ndom50_32432_5749_1_nw_2017;2019-01-21;2017-03-11;432000;5749000;50
ndom50_32432_5750_1_nw_2017;2019-01-21;2017-03-11;432000;5750000;50
ndom50_32432_5751_1_nw_2017;2019-01-21;2017-03-11;432000;5751000;50
ndom50_32432_5752_1_nw_2017;2019-01-21;2017-03-25;432000;5752000;50
ndom50_32432_5753_1_nw_2017;2019-01-21;2017-03-25;432000;5753000;50
ndom50_32432_5754_1_nw_2017;2019-01-22;2017-03-25;432000;5754000;50
ndom50_32432_5755_1_nw_2017;2019-01-22;2017-03-25;432000;5755000;50
ndom50_32432_5756_1_nw_2017;2019-01-22;2017-03-25;432000;5756000;50
ndom50_32432_5757_1_nw_2017;2019-01-22;2017-03-25;432000;5757000;50
ndom50_32432_5758_1_nw_2017;2019-01-22;2017-03-25;432000;5758000;50
ndom50_32432_5759_1_nw_2017;2019-01-22;2017-03-25;432000;5759000;50
ndom50_32432_5760_1_nw_2017;2019-01-22;2017-03-25;432000;5760000;50
ndom50_32432_5761_1_nw_2017;2019-02-13;2017-03-25;432000;5761000;50
ndom50_32432_5762_1_nw_2017;2019-02-13;2017-03-25;432000;5762000;50
ndom50_32432_5763_1_nw_2017;2019-02-13;2017-03-25;432000;5763000;50
ndom50_32432_5764_1_nw_2019;2019-02-14;2019-06-26;432000;5764000;50
ndom50_32432_5765_1_nw_2019;2019-02-14;2019-06-26;432000;5765000;50
ndom50_32432_5766_1_nw_2019;2019-02-14;2019-06-26;432000;5766000;50
ndom50_32432_5767_1_nw_2019;2019-02-14;2019-06-26;432000;5767000;50
ndom50_32432_5768_1_nw_2019;2019-02-14;2019-06-26;432000;5768000;50
ndom50_32432_5769_1_nw_2019;2019-02-14;2019-06-26;432000;5769000;50
ndom50_32432_5774_1_nw_2019;2019-02-20;2019-06-26;432000;5774000;50
ndom50_32432_5775_1_nw_2019;2019-02-20;2019-06-26;432000;5775000;50
ndom50_32432_5778_1_nw_2019;2019-02-23;2019-08-23;432000;5778000;50
ndom50_32432_5779_1_nw_2019;2019-02-23;2019-08-23;432000;5779000;50
ndom50_32432_5780_1_nw_2019;2019-02-23;2019-06-27;432000;5780000;50
ndom50_32432_5781_1_nw_2019;2019-02-23;2019-06-27;432000;5781000;50
ndom50_32433_5616_1_nw_2019;2017-03-26;2019-03-30;433000;5616000;50
ndom50_32433_5617_1_nw_2019;2017-03-26;2019-03-30;433000;5617000;50
ndom50_32433_5618_1_nw_2019;2017-03-26;2019-03-30;433000;5618000;50
ndom50_32433_5619_1_nw_2019;2017-03-26;2019-03-30;433000;5619000;50
ndom50_32433_5620_1_nw_2019;2017-03-26;2019-03-30;433000;5620000;50
ndom50_32433_5621_1_nw_2019;2017-03-26;2019-03-30;433000;5621000;50
ndom50_32433_5622_1_nw_2019;2017-03-26;2019-03-30;433000;5622000;50
ndom50_32433_5623_1_nw_2019;2017-03-26;2019-03-30;433000;5623000;50
ndom50_32433_5624_1_nw_2019;2017-03-26;2019-03-30;433000;5624000;50
ndom50_32433_5625_1_nw_2019;2017-03-26;2019-03-30;433000;5625000;50
ndom50_32433_5626_1_nw_2019;2017-03-26;2019-03-30;433000;5626000;50
ndom50_32433_5627_1_nw_2019;2017-03-26;2019-03-30;433000;5627000;50
ndom50_32433_5628_1_nw_2019;2017-03-26;2019-03-30;433000;5628000;50
ndom50_32433_5629_1_nw_2019;2017-03-26;2019-03-30;433000;5629000;50
ndom50_32433_5630_1_nw_2019;2017-03-26;2019-03-30;433000;5630000;50
ndom50_32433_5631_1_nw_2019;2017-03-26;2019-03-30;433000;5631000;50
ndom50_32433_5632_1_nw_2019;2017-03-26;2019-03-30;433000;5632000;50
ndom50_32433_5633_1_nw_2019;2017-03-26;2019-03-30;433000;5633000;50
ndom50_32433_5634_1_nw_2019;2017-03-26;2019-04-01;433000;5634000;50
ndom50_32433_5635_1_nw_2019;2017-03-26;2019-04-01;433000;5635000;50
ndom50_32433_5636_1_nw_2019;2017-03-25;2019-04-01;433000;5636000;50
ndom50_32433_5637_1_nw_2019;2017-03-25;2019-04-01;433000;5637000;50
ndom50_32433_5638_1_nw_2019;2017-03-25;2019-04-01;433000;5638000;50
ndom50_32433_5639_1_nw_2019;2017-03-25;2019-04-01;433000;5639000;50
ndom50_32433_5640_1_nw_2019;2017-03-25;2019-04-01;433000;5640000;50
ndom50_32433_5641_1_nw_2019;2017-03-25;2019-04-01;433000;5641000;50
ndom50_32433_5642_1_nw_2019;2017-03-25;2019-03-22;433000;5642000;50
ndom50_32433_5643_1_nw_2019;2017-03-25;2019-03-22;433000;5643000;50
ndom50_32433_5644_1_nw_2019;2017-03-25;2019-03-22;433000;5644000;50
ndom50_32433_5645_1_nw_2019;2017-03-25;2019-03-22;433000;5645000;50
ndom50_32433_5646_1_nw_2019;2017-03-25;2019-03-22;433000;5646000;50
ndom50_32433_5647_1_nw_2019;2017-03-25;2019-03-22;433000;5647000;50
ndom50_32433_5648_1_nw_2019;2017-03-25;2019-03-22;433000;5648000;50
ndom50_32433_5649_1_nw_2019;2017-03-25;2019-03-22;433000;5649000;50
ndom50_32433_5650_1_nw_2019;2017-03-25;2019-02-26;433000;5650000;50
ndom50_32433_5651_1_nw_2019;2017-03-25;2019-02-26;433000;5651000;50
ndom50_32433_5652_1_nw_2019;2017-03-25;2019-02-26;433000;5652000;50
ndom50_32433_5653_1_nw_2019;2017-03-25;2019-02-26;433000;5653000;50
ndom50_32433_5654_1_nw_2019;2017-03-25;2019-02-26;433000;5654000;50
ndom50_32433_5655_1_nw_2019;2017-03-24;2019-02-26;433000;5655000;50
ndom50_32433_5656_1_nw_2019;2017-03-24;2019-02-26;433000;5656000;50
ndom50_32433_5657_1_nw_2019;2017-03-24;2019-02-26;433000;5657000;50
ndom50_32433_5658_1_nw_2019;2017-03-24;2019-02-26;433000;5658000;50
ndom50_32433_5659_1_nw_2019;2017-03-24;2019-02-26;433000;5659000;50
ndom50_32433_5660_1_nw_2019;2017-03-24;2019-02-26;433000;5660000;50
ndom50_32433_5661_1_nw_2019;2017-03-24;2019-02-26;433000;5661000;50
ndom50_32433_5662_1_nw_2019;2017-03-24;2019-02-26;433000;5662000;50
ndom50_32433_5663_1_nw_2019;2017-03-24;2019-02-26;433000;5663000;50
ndom50_32433_5664_1_nw_2019;2017-03-24;2019-02-26;433000;5664000;50
ndom50_32433_5665_1_nw_2019;2017-03-24;2019-02-26;433000;5665000;50
ndom50_32433_5666_1_nw_2019;2017-03-24;2019-02-26;433000;5666000;50
ndom50_32433_5667_1_nw_2019;2017-03-24;2019-02-26;433000;5667000;50
ndom50_32433_5668_1_nw_2019;2016-12-06;2019-02-26;433000;5668000;50
ndom50_32433_5669_1_nw_2019;2016-12-06;2019-02-26;433000;5669000;50
ndom50_32433_5670_1_nw_2019;2016-12-06;2019-02-26;433000;5670000;50
ndom50_32433_5671_1_nw_2019;2016-12-06;2019-02-26;433000;5671000;50
ndom50_32433_5672_1_nw_2019;2016-12-06;2019-02-26;433000;5672000;50
ndom50_32433_5673_1_nw_2019;2016-12-06;2019-02-26;433000;5673000;50
ndom50_32433_5674_1_nw_2019;2016-12-06;2019-02-26;433000;5674000;50
ndom50_32433_5675_1_nw_2019;2016-12-06;2019-02-26;433000;5675000;50
ndom50_32433_5676_1_nw_2019;2016-12-06;2019-02-26;433000;5676000;50
ndom50_32433_5677_1_nw_2019;2016-12-06;2019-02-26;433000;5677000;50
ndom50_32433_5678_1_nw_2018;2016-12-06;2018-05-04;433000;5678000;50
ndom50_32433_5679_1_nw_2018;2016-12-06;2018-05-04;433000;5679000;50
ndom50_32433_5680_1_nw_2018;2016-12-06;2018-05-04;433000;5680000;50
ndom50_32433_5681_1_nw_2018;2016-12-06;2018-05-04;433000;5681000;50
ndom50_32433_5682_1_nw_2018;2016-12-06;2018-05-04;433000;5682000;50
ndom50_32433_5683_1_nw_2018;2016-12-06;2018-05-04;433000;5683000;50
ndom50_32433_5684_1_nw_2018;2016-12-06;2018-05-04;433000;5684000;50
ndom50_32433_5685_1_nw_2018;2016-12-06;2018-05-04;433000;5685000;50
ndom50_32433_5686_1_nw_2018;2016-12-06;2018-05-04;433000;5686000;50
ndom50_32433_5687_1_nw_2018;2016-12-06;2018-05-04;433000;5687000;50
ndom50_32433_5688_1_nw_2018;2016-12-06;2018-05-04;433000;5688000;50
ndom50_32433_5689_1_nw_2018;2016-12-06;2018-05-04;433000;5689000;50
ndom50_32433_5690_1_nw_2018;2016-12-06;2018-04-07;433000;5690000;50
ndom50_32433_5691_1_nw_2018;2016-12-06;2018-04-07;433000;5691000;50
ndom50_32433_5692_1_nw_2018;2016-12-06;2018-04-07;433000;5692000;50
ndom50_32433_5693_1_nw_2018;2016-12-06;2018-04-07;433000;5693000;50
ndom50_32433_5694_1_nw_2018;2016-12-06;2018-04-07;433000;5694000;50
ndom50_32433_5695_1_nw_2018;2016-12-06;2018-04-07;433000;5695000;50
ndom50_32433_5696_1_nw_2018;2016-12-06;2018-04-07;433000;5696000;50
ndom50_32433_5697_1_nw_2018;2016-12-06;2018-04-07;433000;5697000;50
ndom50_32433_5698_1_nw_2017;2016-12-06;2017-03-25;433000;5698000;50
ndom50_32433_5699_1_nw_2017;2016-12-06;2017-03-25;433000;5699000;50
ndom50_32433_5700_1_nw_2017;2016-12-06;2017-03-25;433000;5700000;50
ndom50_32433_5701_1_nw_2017;2016-12-06;2017-03-25;433000;5701000;50
ndom50_32433_5702_1_nw_2017;2018-02-17;2017-03-27;433000;5702000;50
ndom50_32433_5703_1_nw_2017;2018-02-17;2017-03-27;433000;5703000;50
ndom50_32433_5704_1_nw_2017;2018-02-17;2017-03-27;433000;5704000;50
ndom50_32433_5705_1_nw_2017;2018-02-17;2017-03-27;433000;5705000;50
ndom50_32433_5706_1_nw_2017;2018-02-17;2017-03-27;433000;5706000;50
ndom50_32433_5707_1_nw_2017;2018-02-17;2017-03-27;433000;5707000;50
ndom50_32433_5708_1_nw_2017;2018-02-17;2017-03-27;433000;5708000;50
ndom50_32433_5709_1_nw_2017;2018-02-17;2017-03-27;433000;5709000;50
ndom50_32433_5710_1_nw_2017;2018-02-17;2017-03-27;433000;5710000;50
ndom50_32433_5711_1_nw_2017;2018-02-17;2017-03-27;433000;5711000;50
ndom50_32433_5712_1_nw_2017;2018-02-17;2017-03-27;433000;5712000;50
ndom50_32433_5713_1_nw_2017;2018-02-17;2017-03-27;433000;5713000;50
ndom50_32433_5714_1_nw_2017;2018-02-16;2017-03-27;433000;5714000;50
ndom50_32433_5715_1_nw_2017;2018-02-16;2017-03-27;433000;5715000;50
ndom50_32433_5716_1_nw_2017;2018-02-16;2017-03-27;433000;5716000;50
ndom50_32433_5717_1_nw_2017;2018-02-16;2017-03-27;433000;5717000;50
ndom50_32433_5718_1_nw_2017;2018-02-14;2017-03-27;433000;5718000;50
ndom50_32433_5719_1_nw_2017;2018-02-14;2017-03-27;433000;5719000;50
ndom50_32433_5720_1_nw_2017;2018-02-14;2017-03-27;433000;5720000;50
ndom50_32433_5721_1_nw_2017;2018-02-14;2017-03-27;433000;5721000;50
ndom50_32433_5722_1_nw_2017;2018-02-14;2017-03-27;433000;5722000;50
ndom50_32433_5723_1_nw_2017;2018-02-14;2017-03-27;433000;5723000;50
ndom50_32433_5724_1_nw_2017;2018-02-14;2017-03-26;433000;5724000;50
ndom50_32433_5725_1_nw_2017;2018-02-13;2017-03-26;433000;5725000;50
ndom50_32433_5726_1_nw_2017;2018-02-13;2017-03-26;433000;5726000;50
ndom50_32433_5727_1_nw_2017;2018-02-13;2017-03-26;433000;5727000;50
ndom50_32433_5728_1_nw_2017;2018-02-13;2017-03-26;433000;5728000;50
ndom50_32433_5729_1_nw_2017;2018-02-13;2017-03-26;433000;5729000;50
ndom50_32433_5730_1_nw_2017;2019-01-19;2017-03-26;433000;5730000;50
ndom50_32433_5731_1_nw_2017;2019-01-19;2017-03-26;433000;5731000;50
ndom50_32433_5732_1_nw_2017;2019-01-19;2017-03-11;433000;5732000;50
ndom50_32433_5733_1_nw_2017;2019-01-19;2017-03-11;433000;5733000;50
ndom50_32433_5734_1_nw_2017;2019-01-19;2017-03-11;433000;5734000;50
ndom50_32433_5735_1_nw_2017;2019-01-19;2017-03-11;433000;5735000;50
ndom50_32433_5736_1_nw_2017;2019-01-20;2017-03-11;433000;5736000;50
ndom50_32433_5737_1_nw_2017;2019-01-20;2017-03-11;433000;5737000;50
ndom50_32433_5738_1_nw_2017;2019-01-20;2017-03-11;433000;5738000;50
ndom50_32433_5739_1_nw_2017;2019-01-20;2017-03-11;433000;5739000;50
ndom50_32433_5740_1_nw_2017;2019-01-20;2017-03-11;433000;5740000;50
ndom50_32433_5741_1_nw_2017;2019-01-20;2017-03-11;433000;5741000;50
ndom50_32433_5742_1_nw_2017;2019-01-20;2017-03-11;433000;5742000;50
ndom50_32433_5743_1_nw_2017;2019-01-20;2017-03-11;433000;5743000;50
ndom50_32433_5744_1_nw_2017;2019-01-21;2017-03-11;433000;5744000;50
ndom50_32433_5745_1_nw_2017;2019-01-21;2017-03-11;433000;5745000;50
ndom50_32433_5746_1_nw_2017;2019-01-21;2017-03-11;433000;5746000;50
ndom50_32433_5747_1_nw_2017;2019-01-21;2017-03-11;433000;5747000;50
ndom50_32433_5748_1_nw_2017;2019-01-21;2017-03-11;433000;5748000;50
ndom50_32433_5749_1_nw_2017;2019-01-21;2017-03-11;433000;5749000;50
ndom50_32433_5750_1_nw_2017;2019-01-21;2017-03-11;433000;5750000;50
ndom50_32433_5751_1_nw_2017;2019-01-21;2017-03-11;433000;5751000;50
ndom50_32433_5752_1_nw_2017;2019-01-21;2017-03-25;433000;5752000;50
ndom50_32433_5753_1_nw_2017;2019-01-21;2017-03-25;433000;5753000;50
ndom50_32433_5754_1_nw_2017;2019-01-22;2017-03-25;433000;5754000;50
ndom50_32433_5755_1_nw_2017;2019-01-22;2017-03-25;433000;5755000;50
ndom50_32433_5756_1_nw_2017;2019-01-22;2017-03-25;433000;5756000;50
ndom50_32433_5757_1_nw_2017;2019-01-22;2017-03-25;433000;5757000;50
ndom50_32433_5758_1_nw_2017;2019-01-22;2017-03-25;433000;5758000;50
ndom50_32433_5759_1_nw_2017;2019-01-22;2017-03-25;433000;5759000;50
ndom50_32433_5760_1_nw_2017;2019-01-22;2017-03-25;433000;5760000;50
ndom50_32433_5761_1_nw_2017;2019-02-13;2017-03-25;433000;5761000;50
ndom50_32433_5762_1_nw_2017;2019-02-13;2017-03-25;433000;5762000;50
ndom50_32433_5763_1_nw_2017;2019-02-13;2017-03-25;433000;5763000;50
ndom50_32433_5764_1_nw_2019;2019-02-14;2019-06-26;433000;5764000;50
ndom50_32433_5765_1_nw_2019;2019-02-14;2019-06-26;433000;5765000;50
ndom50_32433_5766_1_nw_2019;2019-02-14;2019-06-26;433000;5766000;50
ndom50_32433_5767_1_nw_2019;2019-02-14;2019-06-26;433000;5767000;50
ndom50_32433_5768_1_nw_2019;2019-02-14;2019-06-26;433000;5768000;50
ndom50_32433_5769_1_nw_2019;2019-02-14;2019-06-26;433000;5769000;50
ndom50_32433_5774_1_nw_2019;2019-02-20;2019-06-26;433000;5774000;50
ndom50_32433_5775_1_nw_2019;2019-02-20;2019-06-26;433000;5775000;50
ndom50_32433_5778_1_nw_2019;2019-02-23;2019-08-23;433000;5778000;50
ndom50_32433_5779_1_nw_2019;2019-02-23;2019-08-23;433000;5779000;50
ndom50_32433_5780_1_nw_2019;2019-02-23;2019-06-27;433000;5780000;50
ndom50_32433_5781_1_nw_2019;2019-02-23;2019-06-27;433000;5781000;50
ndom50_32434_5616_1_nw_2019;2017-03-26;2019-03-30;434000;5616000;50
ndom50_32434_5617_1_nw_2019;2017-03-26;2019-03-30;434000;5617000;50
ndom50_32434_5618_1_nw_2019;2017-03-26;2019-03-30;434000;5618000;50
ndom50_32434_5619_1_nw_2019;2017-03-26;2019-03-30;434000;5619000;50
ndom50_32434_5620_1_nw_2019;2017-03-26;2019-03-30;434000;5620000;50
ndom50_32434_5621_1_nw_2019;2017-03-26;2019-03-30;434000;5621000;50
ndom50_32434_5622_1_nw_2019;2017-03-26;2019-03-30;434000;5622000;50
ndom50_32434_5623_1_nw_2019;2017-03-26;2019-03-30;434000;5623000;50
ndom50_32434_5624_1_nw_2019;2017-03-26;2019-03-30;434000;5624000;50
ndom50_32434_5625_1_nw_2019;2017-03-26;2019-03-30;434000;5625000;50
ndom50_32434_5626_1_nw_2019;2017-03-26;2019-03-30;434000;5626000;50
ndom50_32434_5627_1_nw_2019;2017-03-26;2019-03-30;434000;5627000;50
ndom50_32434_5628_1_nw_2019;2017-03-26;2019-03-30;434000;5628000;50
ndom50_32434_5629_1_nw_2019;2017-03-26;2019-03-30;434000;5629000;50
ndom50_32434_5630_1_nw_2019;2017-03-26;2019-03-30;434000;5630000;50
ndom50_32434_5631_1_nw_2019;2017-03-26;2019-03-30;434000;5631000;50
ndom50_32434_5632_1_nw_2019;2017-03-26;2019-03-30;434000;5632000;50
ndom50_32434_5633_1_nw_2019;2017-03-26;2019-03-30;434000;5633000;50
ndom50_32434_5634_1_nw_2019;2017-03-26;2019-04-01;434000;5634000;50
ndom50_32434_5635_1_nw_2019;2017-03-26;2019-04-01;434000;5635000;50
ndom50_32434_5636_1_nw_2019;2017-03-25;2019-04-01;434000;5636000;50
ndom50_32434_5637_1_nw_2019;2017-03-25;2019-04-01;434000;5637000;50
ndom50_32434_5638_1_nw_2019;2017-03-25;2019-04-01;434000;5638000;50
ndom50_32434_5639_1_nw_2019;2017-03-25;2019-04-01;434000;5639000;50
ndom50_32434_5640_1_nw_2019;2017-03-25;2019-04-01;434000;5640000;50
ndom50_32434_5641_1_nw_2019;2017-03-25;2019-04-01;434000;5641000;50
ndom50_32434_5642_1_nw_2019;2017-03-25;2019-03-22;434000;5642000;50
ndom50_32434_5643_1_nw_2019;2017-03-25;2019-03-22;434000;5643000;50
ndom50_32434_5644_1_nw_2019;2017-03-25;2019-03-22;434000;5644000;50
ndom50_32434_5645_1_nw_2019;2017-03-25;2019-03-22;434000;5645000;50
ndom50_32434_5646_1_nw_2019;2017-03-25;2019-03-22;434000;5646000;50
ndom50_32434_5647_1_nw_2019;2017-03-25;2019-03-22;434000;5647000;50
ndom50_32434_5648_1_nw_2019;2017-03-25;2019-03-22;434000;5648000;50
ndom50_32434_5649_1_nw_2019;2017-03-25;2019-03-22;434000;5649000;50
ndom50_32434_5650_1_nw_2019;2017-03-25;2019-02-26;434000;5650000;50
ndom50_32434_5651_1_nw_2019;2017-03-25;2019-02-26;434000;5651000;50
ndom50_32434_5652_1_nw_2019;2017-03-25;2019-02-26;434000;5652000;50
ndom50_32434_5653_1_nw_2019;2017-03-25;2019-02-26;434000;5653000;50
ndom50_32434_5654_1_nw_2019;2017-03-25;2019-02-26;434000;5654000;50
ndom50_32434_5655_1_nw_2019;2017-03-24;2019-02-26;434000;5655000;50
ndom50_32434_5656_1_nw_2019;2017-03-24;2019-02-26;434000;5656000;50
ndom50_32434_5657_1_nw_2019;2017-03-24;2019-02-26;434000;5657000;50
ndom50_32434_5658_1_nw_2019;2017-03-24;2019-02-26;434000;5658000;50
ndom50_32434_5659_1_nw_2019;2017-03-24;2019-02-26;434000;5659000;50
ndom50_32434_5660_1_nw_2019;2017-03-24;2019-02-26;434000;5660000;50
ndom50_32434_5661_1_nw_2019;2017-03-24;2019-02-26;434000;5661000;50
ndom50_32434_5662_1_nw_2019;2017-03-24;2019-02-26;434000;5662000;50
ndom50_32434_5663_1_nw_2019;2017-03-24;2019-02-26;434000;5663000;50
ndom50_32434_5664_1_nw_2019;2017-03-24;2019-02-26;434000;5664000;50
ndom50_32434_5665_1_nw_2019;2017-03-24;2019-02-26;434000;5665000;50
ndom50_32434_5666_1_nw_2019;2017-03-24;2019-02-26;434000;5666000;50
ndom50_32434_5667_1_nw_2019;2017-03-24;2019-02-26;434000;5667000;50
ndom50_32434_5668_1_nw_2019;2016-12-06;2019-02-26;434000;5668000;50
ndom50_32434_5669_1_nw_2019;2016-12-06;2019-02-26;434000;5669000;50
ndom50_32434_5670_1_nw_2019;2016-12-06;2019-02-26;434000;5670000;50
ndom50_32434_5671_1_nw_2019;2016-12-06;2019-02-26;434000;5671000;50
ndom50_32434_5672_1_nw_2019;2016-12-06;2019-02-26;434000;5672000;50
ndom50_32434_5673_1_nw_2019;2016-12-06;2019-02-26;434000;5673000;50
ndom50_32434_5674_1_nw_2019;2016-12-06;2019-02-26;434000;5674000;50
ndom50_32434_5675_1_nw_2019;2016-12-06;2019-02-26;434000;5675000;50
ndom50_32434_5676_1_nw_2019;2016-12-06;2019-02-26;434000;5676000;50
ndom50_32434_5677_1_nw_2019;2016-12-06;2019-02-26;434000;5677000;50
ndom50_32434_5678_1_nw_2018;2016-12-06;2018-05-04;434000;5678000;50
ndom50_32434_5679_1_nw_2018;2016-12-06;2018-05-04;434000;5679000;50
ndom50_32434_5680_1_nw_2018;2016-12-06;2018-05-04;434000;5680000;50
ndom50_32434_5681_1_nw_2018;2016-12-06;2018-05-04;434000;5681000;50
ndom50_32434_5682_1_nw_2018;2016-12-06;2018-05-04;434000;5682000;50
ndom50_32434_5683_1_nw_2018;2016-12-06;2018-05-04;434000;5683000;50
ndom50_32434_5684_1_nw_2018;2016-12-06;2018-05-04;434000;5684000;50
ndom50_32434_5685_1_nw_2018;2016-12-06;2018-05-04;434000;5685000;50
ndom50_32434_5686_1_nw_2018;2016-12-06;2018-05-04;434000;5686000;50
ndom50_32434_5687_1_nw_2018;2016-12-06;2018-05-04;434000;5687000;50
ndom50_32434_5688_1_nw_2018;2016-12-06;2018-05-04;434000;5688000;50
ndom50_32434_5689_1_nw_2018;2016-12-06;2018-05-04;434000;5689000;50
ndom50_32434_5690_1_nw_2018;2016-12-06;2018-04-07;434000;5690000;50
ndom50_32434_5691_1_nw_2018;2016-12-06;2018-04-07;434000;5691000;50
ndom50_32434_5692_1_nw_2018;2016-12-06;2018-04-07;434000;5692000;50
ndom50_32434_5693_1_nw_2018;2016-12-06;2018-04-07;434000;5693000;50
ndom50_32434_5694_1_nw_2018;2016-12-06;2018-04-07;434000;5694000;50
ndom50_32434_5695_1_nw_2018;2016-12-06;2018-04-07;434000;5695000;50
ndom50_32434_5696_1_nw_2017;2016-12-06;2017-03-25;434000;5696000;50
ndom50_32434_5697_1_nw_2017;2016-12-06;2017-03-25;434000;5697000;50
ndom50_32434_5698_1_nw_2017;2016-12-06;2017-03-25;434000;5698000;50
ndom50_32434_5699_1_nw_2017;2016-12-06;2017-03-25;434000;5699000;50
ndom50_32434_5700_1_nw_2017;2016-12-06;2017-03-25;434000;5700000;50
ndom50_32434_5701_1_nw_2017;2016-12-06;2017-03-25;434000;5701000;50
ndom50_32434_5702_1_nw_2017;2018-02-17;2017-03-27;434000;5702000;50
ndom50_32434_5703_1_nw_2017;2018-02-17;2017-03-27;434000;5703000;50
ndom50_32434_5704_1_nw_2017;2018-02-17;2017-03-27;434000;5704000;50
ndom50_32434_5705_1_nw_2017;2018-02-17;2017-03-27;434000;5705000;50
ndom50_32434_5706_1_nw_2017;2018-02-17;2017-03-27;434000;5706000;50
ndom50_32434_5707_1_nw_2017;2018-02-17;2017-03-27;434000;5707000;50
ndom50_32434_5708_1_nw_2017;2018-02-17;2017-03-27;434000;5708000;50
ndom50_32434_5709_1_nw_2017;2018-02-17;2017-03-27;434000;5709000;50
ndom50_32434_5710_1_nw_2017;2018-02-17;2017-03-27;434000;5710000;50
ndom50_32434_5711_1_nw_2017;2018-02-17;2017-03-27;434000;5711000;50
ndom50_32434_5712_1_nw_2017;2018-02-17;2017-03-27;434000;5712000;50
ndom50_32434_5713_1_nw_2017;2018-02-17;2017-03-27;434000;5713000;50
ndom50_32434_5714_1_nw_2017;2018-02-16;2017-03-27;434000;5714000;50
ndom50_32434_5715_1_nw_2017;2018-02-16;2017-03-27;434000;5715000;50
ndom50_32434_5716_1_nw_2017;2018-02-16;2017-03-27;434000;5716000;50
ndom50_32434_5717_1_nw_2017;2018-02-16;2017-03-27;434000;5717000;50
ndom50_32434_5718_1_nw_2017;2018-02-16;2017-03-27;434000;5718000;50
ndom50_32434_5719_1_nw_2017;2018-02-14;2017-03-27;434000;5719000;50
ndom50_32434_5720_1_nw_2017;2018-02-14;2017-03-27;434000;5720000;50
ndom50_32434_5721_1_nw_2017;2018-02-14;2017-03-27;434000;5721000;50
ndom50_32434_5722_1_nw_2017;2018-02-14;2017-03-27;434000;5722000;50
ndom50_32434_5723_1_nw_2017;2018-02-14;2017-03-27;434000;5723000;50
ndom50_32434_5724_1_nw_2017;2018-02-14;2017-03-26;434000;5724000;50
ndom50_32434_5725_1_nw_2017;2018-02-14;2017-03-26;434000;5725000;50
ndom50_32434_5726_1_nw_2017;2018-02-13;2017-03-26;434000;5726000;50
ndom50_32434_5727_1_nw_2017;2018-02-13;2017-03-26;434000;5727000;50
ndom50_32434_5728_1_nw_2017;2018-02-13;2017-03-26;434000;5728000;50
ndom50_32434_5729_1_nw_2017;2018-02-13;2017-03-26;434000;5729000;50
ndom50_32434_5730_1_nw_2017;2019-01-19;2017-03-26;434000;5730000;50
ndom50_32434_5731_1_nw_2017;2019-01-19;2017-03-26;434000;5731000;50
ndom50_32434_5732_1_nw_2017;2019-01-19;2017-03-11;434000;5732000;50
ndom50_32434_5733_1_nw_2017;2019-01-19;2017-03-11;434000;5733000;50
ndom50_32434_5734_1_nw_2017;2019-01-19;2017-03-11;434000;5734000;50
ndom50_32434_5735_1_nw_2017;2019-01-19;2017-03-11;434000;5735000;50
ndom50_32434_5736_1_nw_2017;2019-01-20;2017-03-11;434000;5736000;50
