Kachelname;Aufnahmedatum_DGM;Aufnahmedatum_bDOM;Koordinatenursprung_Rechts;Koordinatenursprung_Hoch;Aufloesung_cm
ndom50_32280_5652_1_nw_2019;2016-01-19;2019-03-30;280000;5652000;50
ndom50_32280_5653_1_nw_2019;2016-01-19;2019-03-30;280000;5653000;50
ndom50_32280_5654_1_nw_2019;2016-01-19;2019-02-27;280000;5654000;50
ndom50_32280_5655_1_nw_2019;2016-01-19;2019-02-27;280000;5655000;50
ndom50_32280_5656_1_nw_2019;2016-01-19;2019-02-27;280000;5656000;50
ndom50_32280_5657_1_nw_2019;2016-01-19;2019-02-27;280000;5657000;50
ndom50_32280_5658_1_nw_2019;2016-01-18;2019-02-27;280000;5658000;50
ndom50_32280_5659_1_nw_2019;2016-01-18;2019-02-27;280000;5659000;50
ndom50_32280_5660_1_nw_2019;2016-01-18;2019-02-27;280000;5660000;50
ndom50_32280_5661_1_nw_2019;2016-01-18;2019-02-27;280000;5661000;50
ndom50_32281_5652_1_nw_2019;2016-01-19;2019-03-30;281000;5652000;50
ndom50_32281_5653_1_nw_2019;2016-01-19;2019-03-30;281000;5653000;50
ndom50_32281_5654_1_nw_2019;2016-01-19;2019-02-27;281000;5654000;50
ndom50_32281_5655_1_nw_2019;2016-01-19;2019-02-27;281000;5655000;50
ndom50_32281_5656_1_nw_2019;2016-01-19;2019-02-27;281000;5656000;50
ndom50_32281_5657_1_nw_2019;2016-01-19;2019-02-27;281000;5657000;50
ndom50_32281_5658_1_nw_2019;2016-01-18;2019-02-27;281000;5658000;50
ndom50_32281_5659_1_nw_2019;2016-01-18;2019-02-27;281000;5659000;50
ndom50_32281_5660_1_nw_2019;2016-01-18;2019-02-27;281000;5660000;50
ndom50_32281_5661_1_nw_2019;2016-01-18;2019-02-27;281000;5661000;50
ndom50_32282_5650_1_nw_2019;2016-01-19;2019-03-30;282000;5650000;50
ndom50_32282_5651_1_nw_2019;2016-01-19;2019-03-30;282000;5651000;50
ndom50_32282_5652_1_nw_2019;2016-01-19;2019-03-30;282000;5652000;50
ndom50_32282_5653_1_nw_2019;2016-01-19;2019-03-30;282000;5653000;50
ndom50_32282_5654_1_nw_2019;2016-01-19;2019-02-27;282000;5654000;50
ndom50_32282_5655_1_nw_2019;2016-01-19;2019-02-27;282000;5655000;50
ndom50_32282_5656_1_nw_2019;2016-01-19;2019-02-27;282000;5656000;50
ndom50_32282_5657_1_nw_2019;2016-01-19;2019-02-27;282000;5657000;50
ndom50_32282_5658_1_nw_2019;2016-01-18;2019-02-27;282000;5658000;50
ndom50_32282_5659_1_nw_2019;2016-01-18;2019-02-27;282000;5659000;50
ndom50_32282_5660_1_nw_2019;2016-01-18;2019-02-27;282000;5660000;50
ndom50_32282_5661_1_nw_2019;2016-01-18;2019-02-27;282000;5661000;50
ndom50_32283_5650_1_nw_2019;2016-01-19;2019-03-30;283000;5650000;50
ndom50_32283_5651_1_nw_2019;2016-01-19;2019-03-30;283000;5651000;50
ndom50_32283_5652_1_nw_2019;2016-01-19;2019-03-30;283000;5652000;50
ndom50_32283_5653_1_nw_2019;2016-01-19;2019-03-30;283000;5653000;50
ndom50_32283_5654_1_nw_2019;2016-01-19;2019-02-27;283000;5654000;50
ndom50_32283_5655_1_nw_2019;2016-01-19;2019-02-27;283000;5655000;50
ndom50_32283_5656_1_nw_2019;2016-01-19;2019-02-27;283000;5656000;50
ndom50_32283_5657_1_nw_2019;2016-01-19;2019-02-27;283000;5657000;50
ndom50_32283_5658_1_nw_2019;2016-01-18;2019-02-27;283000;5658000;50
ndom50_32283_5659_1_nw_2019;2016-01-18;2019-02-27;283000;5659000;50
ndom50_32283_5660_1_nw_2019;2016-01-18;2019-02-27;283000;5660000;50
ndom50_32283_5661_1_nw_2019;2016-01-18;2019-02-27;283000;5661000;50
ndom50_32284_5652_1_nw_2019;2016-01-19;2019-03-30;284000;5652000;50
ndom50_32284_5653_1_nw_2019;2016-01-19;2019-03-30;284000;5653000;50
ndom50_32284_5654_1_nw_2019;2016-01-19;2019-02-27;284000;5654000;50
ndom50_32284_5655_1_nw_2019;2016-01-19;2019-02-27;284000;5655000;50
ndom50_32284_5656_1_nw_2019;2016-01-19;2019-02-27;284000;5656000;50
ndom50_32284_5657_1_nw_2019;2016-01-19;2019-02-27;284000;5657000;50
ndom50_32284_5658_1_nw_2019;2016-01-18;2019-02-27;284000;5658000;50
ndom50_32284_5659_1_nw_2019;2016-01-18;2019-02-27;284000;5659000;50
ndom50_32284_5660_1_nw_2019;2016-01-18;2019-02-27;284000;5660000;50
ndom50_32284_5661_1_nw_2019;2016-01-18;2019-02-27;284000;5661000;50
ndom50_32285_5652_1_nw_2019;2016-01-19;2019-03-30;285000;5652000;50
ndom50_32285_5653_1_nw_2019;2016-01-19;2019-03-30;285000;5653000;50
ndom50_32285_5654_1_nw_2019;2016-01-19;2019-02-27;285000;5654000;50
ndom50_32285_5655_1_nw_2019;2016-01-19;2019-02-27;285000;5655000;50
ndom50_32285_5656_1_nw_2019;2016-01-19;2019-02-27;285000;5656000;50
ndom50_32285_5657_1_nw_2019;2016-01-19;2019-02-27;285000;5657000;50
ndom50_32285_5658_1_nw_2019;2016-01-18;2019-02-27;285000;5658000;50
ndom50_32285_5659_1_nw_2019;2016-01-18;2019-02-27;285000;5659000;50
ndom50_32285_5660_1_nw_2019;2016-01-18;2019-02-27;285000;5660000;50
ndom50_32285_5661_1_nw_2019;2016-01-18;2019-02-27;285000;5661000;50
ndom50_32286_5630_1_nw_2019;2016-01-22;2019-06-28;286000;5630000;50
ndom50_32286_5631_1_nw_2019;2016-01-22;2019-06-28;286000;5631000;50
ndom50_32286_5632_1_nw_2019;2016-01-22;2019-06-28;286000;5632000;50
ndom50_32286_5633_1_nw_2019;2016-01-22;2019-06-28;286000;5633000;50
ndom50_32286_5650_1_nw_2019;2016-01-19;2019-03-30;286000;5650000;50
ndom50_32286_5651_1_nw_2019;2016-01-19;2019-03-30;286000;5651000;50
ndom50_32286_5652_1_nw_2019;2016-01-19;2019-03-30;286000;5652000;50
ndom50_32286_5653_1_nw_2019;2016-01-19;2019-03-30;286000;5653000;50
ndom50_32286_5654_1_nw_2019;2016-01-19;2019-02-27;286000;5654000;50
ndom50_32286_5655_1_nw_2019;2016-01-19;2019-02-27;286000;5655000;50
ndom50_32286_5656_1_nw_2019;2016-01-19;2019-02-27;286000;5656000;50
ndom50_32286_5657_1_nw_2019;2016-01-19;2019-02-27;286000;5657000;50
ndom50_32286_5658_1_nw_2019;2016-01-18;2019-02-27;286000;5658000;50
ndom50_32286_5659_1_nw_2019;2016-01-18;2019-02-27;286000;5659000;50
ndom50_32286_5660_1_nw_2019;2016-01-18;2019-02-27;286000;5660000;50
ndom50_32286_5661_1_nw_2019;2016-01-18;2019-02-27;286000;5661000;50
ndom50_32287_5630_1_nw_2019;2016-01-22;2019-06-28;287000;5630000;50
ndom50_32287_5631_1_nw_2019;2016-01-22;2019-06-28;287000;5631000;50
ndom50_32287_5632_1_nw_2019;2016-01-22;2019-06-28;287000;5632000;50
ndom50_32287_5633_1_nw_2019;2016-01-22;2019-06-28;287000;5633000;50
ndom50_32287_5650_1_nw_2019;2016-01-19;2019-03-30;287000;5650000;50
ndom50_32287_5651_1_nw_2019;2016-01-19;2019-03-30;287000;5651000;50
ndom50_32287_5652_1_nw_2019;2016-01-19;2019-03-30;287000;5652000;50
ndom50_32287_5653_1_nw_2019;2016-01-19;2019-03-30;287000;5653000;50
ndom50_32287_5654_1_nw_2019;2016-01-19;2019-02-27;287000;5654000;50
ndom50_32287_5655_1_nw_2019;2016-01-19;2019-02-27;287000;5655000;50
ndom50_32287_5656_1_nw_2019;2016-01-19;2019-02-27;287000;5656000;50
ndom50_32287_5657_1_nw_2019;2016-01-19;2019-02-27;287000;5657000;50
ndom50_32287_5658_1_nw_2019;2016-01-18;2019-02-27;287000;5658000;50
ndom50_32287_5659_1_nw_2019;2016-01-18;2019-02-27;287000;5659000;50
ndom50_32287_5660_1_nw_2019;2016-01-18;2019-02-27;287000;5660000;50
ndom50_32287_5661_1_nw_2019;2016-01-18;2019-02-27;287000;5661000;50
ndom50_32288_5626_1_nw_2019;2016-02-27;2019-06-28;288000;5626000;50
ndom50_32288_5627_1_nw_2019;2016-02-27;2019-06-28;288000;5627000;50
ndom50_32288_5628_1_nw_2019;2016-02-27;2019-06-28;288000;5628000;50
ndom50_32288_5629_1_nw_2019;2016-02-27;2019-06-28;288000;5629000;50
ndom50_32288_5630_1_nw_2019;2016-01-22;2019-06-28;288000;5630000;50
ndom50_32288_5631_1_nw_2019;2016-01-22;2019-06-28;288000;5631000;50
ndom50_32288_5632_1_nw_2019;2016-01-22;2019-06-28;288000;5632000;50
ndom50_32288_5633_1_nw_2019;2016-01-22;2019-06-28;288000;5633000;50
ndom50_32288_5634_1_nw_2019;2016-01-22;2019-06-28;288000;5634000;50
ndom50_32288_5635_1_nw_2019;2016-01-22;2019-06-28;288000;5635000;50
ndom50_32288_5636_1_nw_2019;2016-01-22;2019-06-28;288000;5636000;50
ndom50_32288_5637_1_nw_2019;2016-01-22;2019-06-28;288000;5637000;50
ndom50_32288_5648_1_nw_2019;2016-01-19;2019-03-30;288000;5648000;50
ndom50_32288_5649_1_nw_2019;2016-01-19;2019-03-30;288000;5649000;50
ndom50_32288_5650_1_nw_2019;2016-01-19;2019-03-30;288000;5650000;50
ndom50_32288_5651_1_nw_2019;2016-01-19;2019-03-30;288000;5651000;50
ndom50_32288_5652_1_nw_2019;2016-01-19;2019-03-30;288000;5652000;50
ndom50_32288_5653_1_nw_2019;2016-01-19;2019-03-30;288000;5653000;50
ndom50_32288_5654_1_nw_2019;2016-01-19;2019-02-27;288000;5654000;50
ndom50_32288_5655_1_nw_2019;2016-01-19;2019-02-27;288000;5655000;50
ndom50_32288_5656_1_nw_2019;2016-01-19;2019-02-27;288000;5656000;50
ndom50_32288_5657_1_nw_2019;2016-01-19;2019-02-27;288000;5657000;50
ndom50_32288_5658_1_nw_2019;2016-01-18;2019-02-27;288000;5658000;50
ndom50_32288_5659_1_nw_2019;2016-01-18;2019-02-27;288000;5659000;50
ndom50_32288_5660_1_nw_2019;2016-01-18;2019-02-27;288000;5660000;50
ndom50_32288_5661_1_nw_2019;2016-01-18;2019-02-27;288000;5661000;50
ndom50_32288_5662_1_nw_2019;2016-01-18;2019-02-27;288000;5662000;50
ndom50_32288_5663_1_nw_2019;2016-01-18;2019-02-27;288000;5663000;50
ndom50_32288_5736_1_nw_2018;2015-04-03;2018-05-08;288000;5736000;50
ndom50_32288_5737_1_nw_2018;2015-04-03;2018-05-08;288000;5737000;50
ndom50_32288_5744_1_nw_2018;2015-03-22;2018-05-08;288000;5744000;50
ndom50_32288_5745_1_nw_2018;2015-03-22;2018-05-08;288000;5745000;50
ndom50_32288_5746_1_nw_2018;2015-03-22;2018-05-08;288000;5746000;50
ndom50_32288_5747_1_nw_2018;2015-03-22;2018-05-08;288000;5747000;50
ndom50_32289_5626_1_nw_2019;2016-02-27;2019-06-28;289000;5626000;50
ndom50_32289_5627_1_nw_2019;2016-02-27;2019-06-28;289000;5627000;50
ndom50_32289_5628_1_nw_2019;2016-02-27;2019-06-28;289000;5628000;50
ndom50_32289_5629_1_nw_2019;2016-02-27;2019-06-28;289000;5629000;50
ndom50_32289_5630_1_nw_2019;2016-01-22;2019-06-28;289000;5630000;50
ndom50_32289_5631_1_nw_2019;2016-01-22;2019-06-28;289000;5631000;50
ndom50_32289_5632_1_nw_2019;2016-01-22;2019-06-28;289000;5632000;50
ndom50_32289_5633_1_nw_2019;2016-01-22;2019-06-28;289000;5633000;50
ndom50_32289_5634_1_nw_2019;2016-01-22;2019-06-28;289000;5634000;50
ndom50_32289_5635_1_nw_2019;2016-01-22;2019-06-28;289000;5635000;50
ndom50_32289_5636_1_nw_2019;2016-01-22;2019-06-28;289000;5636000;50
ndom50_32289_5637_1_nw_2019;2016-01-22;2019-06-28;289000;5637000;50
ndom50_32289_5648_1_nw_2019;2016-01-19;2019-03-30;289000;5648000;50
ndom50_32289_5649_1_nw_2019;2016-01-19;2019-03-30;289000;5649000;50
ndom50_32289_5650_1_nw_2019;2016-01-19;2019-03-30;289000;5650000;50
ndom50_32289_5651_1_nw_2019;2016-01-19;2019-03-30;289000;5651000;50
ndom50_32289_5652_1_nw_2019;2016-01-19;2019-03-30;289000;5652000;50
ndom50_32289_5653_1_nw_2019;2016-01-19;2019-03-30;289000;5653000;50
ndom50_32289_5654_1_nw_2019;2016-01-19;2019-02-27;289000;5654000;50
ndom50_32289_5655_1_nw_2019;2016-01-19;2019-02-27;289000;5655000;50
ndom50_32289_5656_1_nw_2019;2016-01-19;2019-02-27;289000;5656000;50
ndom50_32289_5657_1_nw_2019;2016-01-19;2019-02-27;289000;5657000;50
ndom50_32289_5658_1_nw_2019;2016-01-18;2019-02-27;289000;5658000;50
ndom50_32289_5659_1_nw_2019;2016-01-18;2019-02-27;289000;5659000;50
ndom50_32289_5660_1_nw_2019;2016-01-18;2019-02-27;289000;5660000;50
ndom50_32289_5661_1_nw_2019;2016-01-18;2019-02-27;289000;5661000;50
ndom50_32289_5662_1_nw_2019;2016-01-18;2019-02-27;289000;5662000;50
ndom50_32289_5663_1_nw_2019;2016-01-18;2019-02-27;289000;5663000;50
ndom50_32289_5736_1_nw_2018;2015-04-03;2018-05-08;289000;5736000;50
ndom50_32289_5737_1_nw_2018;2015-04-03;2018-05-08;289000;5737000;50
ndom50_32289_5744_1_nw_2018;2015-03-22;2018-05-08;289000;5744000;50
ndom50_32289_5745_1_nw_2018;2015-03-22;2018-05-08;289000;5745000;50
ndom50_32289_5746_1_nw_2018;2015-03-22;2018-05-08;289000;5746000;50
ndom50_32289_5747_1_nw_2018;2015-03-22;2018-05-08;289000;5747000;50
ndom50_32290_5622_1_nw_2019;2016-02-28;2019-06-28;290000;5622000;50
ndom50_32290_5623_1_nw_2019;2016-02-28;2019-06-28;290000;5623000;50
ndom50_32290_5624_1_nw_2019;2016-02-28;2019-06-28;290000;5624000;50
ndom50_32290_5625_1_nw_2019;2016-03-13;2019-06-28;290000;5625000;50
ndom50_32290_5626_1_nw_2019;2016-02-27;2019-06-28;290000;5626000;50
ndom50_32290_5627_1_nw_2019;2016-02-27;2019-06-28;290000;5627000;50
ndom50_32290_5628_1_nw_2019;2016-02-27;2019-06-28;290000;5628000;50
ndom50_32290_5629_1_nw_2019;2016-02-27;2019-06-28;290000;5629000;50
ndom50_32290_5630_1_nw_2019;2016-01-22;2019-06-28;290000;5630000;50
ndom50_32290_5631_1_nw_2019;2016-01-22;2019-06-28;290000;5631000;50
ndom50_32290_5632_1_nw_2019;2016-01-22;2019-06-28;290000;5632000;50
ndom50_32290_5633_1_nw_2019;2016-01-22;2019-06-28;290000;5633000;50
ndom50_32290_5634_1_nw_2019;2016-01-22;2019-06-28;290000;5634000;50
ndom50_32290_5635_1_nw_2019;2016-01-22;2019-06-28;290000;5635000;50
ndom50_32290_5636_1_nw_2019;2016-01-22;2019-06-28;290000;5636000;50
ndom50_32290_5637_1_nw_2019;2016-01-22;2019-06-28;290000;5637000;50
ndom50_32290_5646_1_nw_2019;2016-01-19;2019-03-30;290000;5646000;50
ndom50_32290_5647_1_nw_2019;2016-01-19;2019-03-30;290000;5647000;50
ndom50_32290_5648_1_nw_2019;2016-01-19;2019-03-30;290000;5648000;50
ndom50_32290_5649_1_nw_2019;2016-01-19;2019-03-30;290000;5649000;50
ndom50_32290_5650_1_nw_2019;2016-01-19;2019-03-30;290000;5650000;50
ndom50_32290_5651_1_nw_2019;2016-01-19;2019-03-30;290000;5651000;50
ndom50_32290_5652_1_nw_2019;2016-01-19;2019-03-30;290000;5652000;50
ndom50_32290_5653_1_nw_2019;2016-01-19;2019-03-30;290000;5653000;50
ndom50_32290_5654_1_nw_2019;2016-01-19;2019-02-27;290000;5654000;50
ndom50_32290_5655_1_nw_2019;2016-01-19;2019-02-27;290000;5655000;50
ndom50_32290_5656_1_nw_2019;2016-01-19;2019-02-27;290000;5656000;50
ndom50_32290_5657_1_nw_2019;2016-01-19;2019-02-27;290000;5657000;50
ndom50_32290_5658_1_nw_2019;2016-01-18;2019-02-27;290000;5658000;50
ndom50_32290_5659_1_nw_2019;2016-01-18;2019-02-27;290000;5659000;50
ndom50_32290_5660_1_nw_2019;2016-01-18;2019-02-27;290000;5660000;50
ndom50_32290_5661_1_nw_2019;2016-01-18;2019-02-27;290000;5661000;50
ndom50_32290_5662_1_nw_2019;2016-01-18;2019-02-27;290000;5662000;50
ndom50_32290_5663_1_nw_2019;2016-01-18;2019-02-27;290000;5663000;50
ndom50_32290_5664_1_nw_2019;2016-01-18;2019-02-27;290000;5664000;50
ndom50_32290_5665_1_nw_2019;2016-01-18;2019-02-27;290000;5665000;50
ndom50_32290_5736_1_nw_2018;2015-04-03;2018-05-08;290000;5736000;50
ndom50_32290_5737_1_nw_2018;2015-04-03;2018-05-08;290000;5737000;50
ndom50_32290_5738_1_nw_2018;2015-04-03;2018-05-08;290000;5738000;50
ndom50_32290_5739_1_nw_2018;2015-03-23;2018-05-08;290000;5739000;50
ndom50_32290_5740_1_nw_2018;2015-03-23;2018-05-08;290000;5740000;50
ndom50_32290_5741_1_nw_2018;2015-03-23;2018-05-08;290000;5741000;50
ndom50_32290_5742_1_nw_2018;2015-03-23;2018-05-08;290000;5742000;50
ndom50_32290_5743_1_nw_2018;2015-03-22;2018-05-08;290000;5743000;50
ndom50_32290_5744_1_nw_2018;2015-03-22;2018-05-08;290000;5744000;50
ndom50_32290_5745_1_nw_2018;2015-03-22;2018-05-08;290000;5745000;50
ndom50_32290_5746_1_nw_2018;2015-03-22;2018-05-08;290000;5746000;50
ndom50_32290_5747_1_nw_2018;2015-03-22;2018-05-08;290000;5747000;50
ndom50_32291_5622_1_nw_2019;2016-02-28;2019-06-28;291000;5622000;50
ndom50_32291_5623_1_nw_2019;2016-02-28;2019-06-28;291000;5623000;50
ndom50_32291_5624_1_nw_2019;2016-02-28;2019-06-28;291000;5624000;50
ndom50_32291_5625_1_nw_2019;2016-03-13;2019-06-28;291000;5625000;50
ndom50_32291_5626_1_nw_2019;2016-02-27;2019-06-28;291000;5626000;50
ndom50_32291_5627_1_nw_2019;2016-02-27;2019-06-28;291000;5627000;50
ndom50_32291_5628_1_nw_2019;2016-02-27;2019-06-28;291000;5628000;50
ndom50_32291_5629_1_nw_2019;2016-02-27;2019-06-28;291000;5629000;50
ndom50_32291_5630_1_nw_2019;2016-01-22;2019-06-28;291000;5630000;50
ndom50_32291_5631_1_nw_2019;2016-01-22;2019-06-28;291000;5631000;50
ndom50_32291_5632_1_nw_2019;2016-01-22;2019-06-28;291000;5632000;50
ndom50_32291_5633_1_nw_2019;2016-01-22;2019-06-28;291000;5633000;50
ndom50_32291_5634_1_nw_2019;2016-01-22;2019-06-28;291000;5634000;50
ndom50_32291_5635_1_nw_2019;2016-01-22;2019-06-28;291000;5635000;50
ndom50_32291_5636_1_nw_2019;2016-01-22;2019-06-28;291000;5636000;50
ndom50_32291_5637_1_nw_2019;2016-01-22;2019-06-28;291000;5637000;50
ndom50_32291_5646_1_nw_2019;2016-01-19;2019-03-30;291000;5646000;50
ndom50_32291_5647_1_nw_2019;2016-01-19;2019-03-30;291000;5647000;50
ndom50_32291_5648_1_nw_2019;2016-01-19;2019-03-30;291000;5648000;50
ndom50_32291_5649_1_nw_2019;2016-01-19;2019-03-30;291000;5649000;50
ndom50_32291_5650_1_nw_2019;2016-01-19;2019-03-30;291000;5650000;50
ndom50_32291_5651_1_nw_2019;2016-01-19;2019-03-30;291000;5651000;50
ndom50_32291_5652_1_nw_2019;2016-01-19;2019-03-30;291000;5652000;50
ndom50_32291_5653_1_nw_2019;2016-01-19;2019-03-30;291000;5653000;50
ndom50_32291_5654_1_nw_2019;2016-01-19;2019-02-27;291000;5654000;50
ndom50_32291_5655_1_nw_2019;2016-01-19;2019-02-27;291000;5655000;50
ndom50_32291_5656_1_nw_2019;2016-01-19;2019-02-27;291000;5656000;50
ndom50_32291_5657_1_nw_2019;2016-01-19;2019-02-27;291000;5657000;50
ndom50_32291_5658_1_nw_2019;2016-01-18;2019-02-27;291000;5658000;50
ndom50_32291_5659_1_nw_2019;2016-01-18;2019-02-27;291000;5659000;50
ndom50_32291_5660_1_nw_2019;2016-01-18;2019-02-27;291000;5660000;50
ndom50_32291_5661_1_nw_2019;2016-01-18;2019-02-27;291000;5661000;50
ndom50_32291_5662_1_nw_2019;2016-01-18;2019-02-27;291000;5662000;50
ndom50_32291_5663_1_nw_2019;2016-01-18;2019-02-27;291000;5663000;50
ndom50_32291_5664_1_nw_2019;2016-01-18;2019-02-27;291000;5664000;50
ndom50_32291_5665_1_nw_2019;2016-01-18;2019-02-27;291000;5665000;50
ndom50_32291_5736_1_nw_2018;2015-04-03;2018-05-08;291000;5736000;50
ndom50_32291_5737_1_nw_2018;2015-04-03;2018-05-08;291000;5737000;50
ndom50_32291_5738_1_nw_2018;2015-04-03;2018-05-08;291000;5738000;50
ndom50_32291_5739_1_nw_2018;2015-03-23;2018-05-08;291000;5739000;50
ndom50_32291_5740_1_nw_2018;2015-03-23;2018-05-08;291000;5740000;50
ndom50_32291_5741_1_nw_2018;2015-03-23;2018-05-08;291000;5741000;50
ndom50_32291_5742_1_nw_2018;2015-03-23;2018-05-08;291000;5742000;50
ndom50_32291_5743_1_nw_2018;2015-03-22;2018-05-08;291000;5743000;50
ndom50_32291_5744_1_nw_2018;2015-03-22;2018-05-08;291000;5744000;50
ndom50_32291_5745_1_nw_2018;2015-03-22;2018-05-08;291000;5745000;50
ndom50_32291_5746_1_nw_2018;2015-03-22;2018-05-08;291000;5746000;50
ndom50_32291_5747_1_nw_2018;2015-03-22;2018-05-08;291000;5747000;50
ndom50_32292_5622_1_nw_2019;2016-02-28;2019-06-28;292000;5622000;50
ndom50_32292_5623_1_nw_2019;2016-02-28;2019-06-28;292000;5623000;50
ndom50_32292_5624_1_nw_2019;2016-02-28;2019-06-28;292000;5624000;50
ndom50_32292_5625_1_nw_2019;2016-03-13;2019-06-28;292000;5625000;50
ndom50_32292_5626_1_nw_2019;2016-02-27;2019-06-28;292000;5626000;50
ndom50_32292_5627_1_nw_2019;2016-02-27;2019-06-28;292000;5627000;50
ndom50_32292_5628_1_nw_2019;2016-02-27;2019-06-28;292000;5628000;50
ndom50_32292_5629_1_nw_2019;2016-02-27;2019-06-28;292000;5629000;50
ndom50_32292_5630_1_nw_2019;2016-01-22;2019-06-28;292000;5630000;50
ndom50_32292_5631_1_nw_2019;2016-01-22;2019-06-28;292000;5631000;50
ndom50_32292_5632_1_nw_2019;2016-01-22;2019-06-28;292000;5632000;50
ndom50_32292_5633_1_nw_2019;2016-01-22;2019-06-28;292000;5633000;50
ndom50_32292_5634_1_nw_2019;2016-01-22;2019-06-28;292000;5634000;50
ndom50_32292_5635_1_nw_2019;2016-01-22;2019-06-28;292000;5635000;50
ndom50_32292_5636_1_nw_2019;2016-01-22;2019-06-28;292000;5636000;50
ndom50_32292_5637_1_nw_2019;2016-01-22;2019-06-28;292000;5637000;50
ndom50_32292_5638_1_nw_2019;2016-01-22;2019-06-28;292000;5638000;50
ndom50_32292_5639_1_nw_2019;2016-01-22;2019-06-28;292000;5639000;50
ndom50_32292_5644_1_nw_2019;2016-01-20;2019-03-30;292000;5644000;50
ndom50_32292_5645_1_nw_2019;2016-01-19;2019-03-30;292000;5645000;50
ndom50_32292_5646_1_nw_2019;2016-01-19;2019-03-30;292000;5646000;50
ndom50_32292_5647_1_nw_2019;2016-01-19;2019-03-30;292000;5647000;50
ndom50_32292_5648_1_nw_2019;2016-01-19;2019-03-30;292000;5648000;50
ndom50_32292_5649_1_nw_2019;2016-01-19;2019-03-30;292000;5649000;50
ndom50_32292_5650_1_nw_2019;2016-01-19;2019-03-30;292000;5650000;50
ndom50_32292_5651_1_nw_2019;2016-01-19;2019-03-30;292000;5651000;50
ndom50_32292_5652_1_nw_2019;2016-01-19;2019-03-30;292000;5652000;50
ndom50_32292_5653_1_nw_2019;2016-01-19;2019-03-30;292000;5653000;50
ndom50_32292_5654_1_nw_2019;2016-01-19;2019-02-27;292000;5654000;50
ndom50_32292_5655_1_nw_2019;2016-01-19;2019-02-27;292000;5655000;50
ndom50_32292_5656_1_nw_2019;2016-01-19;2019-02-27;292000;5656000;50
ndom50_32292_5657_1_nw_2019;2016-01-19;2019-02-27;292000;5657000;50
ndom50_32292_5658_1_nw_2019;2016-01-18;2019-02-27;292000;5658000;50
ndom50_32292_5659_1_nw_2019;2016-01-18;2019-02-27;292000;5659000;50
ndom50_32292_5660_1_nw_2019;2016-01-18;2019-02-27;292000;5660000;50
ndom50_32292_5661_1_nw_2019;2016-01-18;2019-02-27;292000;5661000;50
ndom50_32292_5662_1_nw_2019;2016-01-18;2019-02-27;292000;5662000;50
ndom50_32292_5663_1_nw_2019;2016-01-18;2019-02-27;292000;5663000;50
ndom50_32292_5664_1_nw_2019;2016-01-18;2019-02-27;292000;5664000;50
ndom50_32292_5665_1_nw_2019;2016-01-18;2019-02-27;292000;5665000;50
ndom50_32292_5666_1_nw_2019;2016-01-18;2019-02-27;292000;5666000;50
ndom50_32292_5667_1_nw_2019;2016-01-18;2019-02-27;292000;5667000;50
ndom50_32292_5734_1_nw_2018;2015-04-09;2018-05-08;292000;5734000;50
ndom50_32292_5735_1_nw_2018;2015-04-09;2018-05-08;292000;5735000;50
ndom50_32292_5736_1_nw_2018;2015-04-03;2018-05-08;292000;5736000;50
ndom50_32292_5737_1_nw_2018;2015-04-03;2018-05-08;292000;5737000;50
ndom50_32292_5738_1_nw_2018;2015-04-03;2018-05-08;292000;5738000;50
ndom50_32292_5739_1_nw_2018;2015-03-23;2018-05-08;292000;5739000;50
ndom50_32292_5740_1_nw_2018;2015-03-23;2018-05-08;292000;5740000;50
ndom50_32292_5741_1_nw_2018;2015-03-23;2018-05-08;292000;5741000;50
ndom50_32292_5742_1_nw_2018;2015-03-23;2018-05-08;292000;5742000;50
ndom50_32292_5743_1_nw_2018;2015-03-22;2018-05-08;292000;5743000;50
ndom50_32292_5744_1_nw_2018;2015-03-22;2018-05-08;292000;5744000;50
ndom50_32292_5745_1_nw_2018;2015-03-22;2018-05-08;292000;5745000;50
ndom50_32292_5746_1_nw_2018;2015-03-22;2018-05-08;292000;5746000;50
ndom50_32292_5747_1_nw_2018;2015-03-22;2018-05-08;292000;5747000;50
ndom50_32293_5622_1_nw_2019;2016-02-28;2019-06-28;293000;5622000;50
ndom50_32293_5623_1_nw_2019;2016-02-28;2019-06-28;293000;5623000;50
ndom50_32293_5624_1_nw_2019;2016-02-28;2019-06-28;293000;5624000;50
ndom50_32293_5625_1_nw_2019;2016-03-13;2019-06-28;293000;5625000;50
ndom50_32293_5626_1_nw_2019;2016-02-27;2019-06-28;293000;5626000;50
ndom50_32293_5627_1_nw_2019;2016-02-27;2019-06-28;293000;5627000;50
ndom50_32293_5628_1_nw_2019;2016-02-27;2019-06-28;293000;5628000;50
ndom50_32293_5629_1_nw_2019;2016-02-27;2019-06-28;293000;5629000;50
ndom50_32293_5630_1_nw_2019;2016-01-22;2019-06-28;293000;5630000;50
ndom50_32293_5631_1_nw_2019;2016-01-22;2019-06-28;293000;5631000;50
ndom50_32293_5632_1_nw_2019;2016-01-22;2019-06-28;293000;5632000;50
ndom50_32293_5633_1_nw_2019;2016-01-22;2019-06-28;293000;5633000;50
ndom50_32293_5634_1_nw_2019;2016-01-22;2019-06-28;293000;5634000;50
ndom50_32293_5635_1_nw_2019;2016-01-22;2019-06-28;293000;5635000;50
ndom50_32293_5636_1_nw_2019;2016-01-22;2019-06-28;293000;5636000;50
